,Sentence1,Sentence2,Sentence1_embedding,Sentence2_embedding
879,I bought more than 40 pairs of shoes., I bought many pairs of shoes.,"[-1.3917756  -1.0409868   1.2356973  ... -1.9096516  -0.20416416
  1.6340398 ]","[-1.3373097  -0.16100934  1.7343848  ... -1.7995344  -0.93397886
  2.1193032 ]"
880,She wrote over 90 poems., She wrote a significant number of poems.,"[-0.87031466 -1.3682574  -0.41918403 ... -1.3512378  -0.18197513
  1.4381869 ]","[ 0.18174566  0.30285785 -0.40811634 ... -2.083869    0.700275
  0.90942925]"
881,He planted approximately 80 flowers., He planted numerous flowers.,"[-1.2867174   0.833663    1.2253273  ...  0.0181279  -0.04838509
  2.0578287 ]",[0.4662582  4.0986137  1.020354   ... 0.23030122 0.37979087 1.4996127 ]
882,There were close to 600 students at the concert., A large number of students attended the concert.,"[-4.2128572  -4.124355    0.9393535  ... -0.02287649 -1.3739
  3.1247706 ]","[-2.3663778   1.1307862   0.93870884 ...  0.63138425 -1.6268781
  2.5578349 ]"
883,I have 24 dogs., I have a very large number of dogs.,"[-1.481639   -4.389127    0.17809418 ... -0.34905118 -1.6942711
  1.2970189 ]","[-0.6246973  -2.573299    0.36432672 ... -0.05922438 -1.372312
  0.9208625 ]"
884,She read at least 110 books last year., She read many books last year.,"[-2.4516876  -1.4778357   0.60304093 ... -1.6386782  -1.2113112
  3.9062717 ]",[-2.8021111  1.2647182  1.5669625 ... -3.2939303 -1.3279792  3.4681697]
885,He wrote over 100 essays., He wrote numerous essays.,"[-1.9662936  -1.0536293  -0.5935205  ... -2.1128917   0.98074746
  1.4316183 ]","[-1.4043745   2.8036752  -0.77150965 ... -2.4924793   1.9755437
  1.7546183 ]"
886,There were approximately 600 chairs in the hall., There were ample chairs in the hall.,"[-4.7698936  -4.870729    0.6111334  ...  0.9633413   0.34039858
  1.8752619 ]",[-2.9552813 -5.3412743  1.2406054 ...  1.381562   2.2874038  3.2501085]
887,I ate more than 90 slices of pizza., I ate a huge amount of pizza.,"[-2.8091695  -0.08490857  1.892084   ... -2.1538417   0.6689575
  2.1877623 ]",[-2.7327936  1.0945381  2.2503617 ... -1.8127971  1.01187    2.3336377]
888,She drank over 70 cups of coffee., She drank an excessive amount of coffee.,"[-2.3134751   0.33884242  3.3771489  ... -2.069579    1.8143587
  5.1976995 ]",[-1.7838277  2.5060797  3.2567391 ... -2.9477696  2.7119472  5.156188 ]
889,He spent about 115 hours working this week., He worked an incredibly long time this week.,"[ 0.74587804 -2.197914    0.06191319 ...  0.38269162  1.7294269
  1.370854  ]","[ 0.45082176 -2.978477    1.0366105  ... -1.1805631   0.39738253
  4.3510175 ]"
890,There are roughly 500 houses on this street., There are many houses on this street.,"[-3.68416    -6.282906    1.372045   ...  0.11455059 -1.9048362
  0.75537795]","[-3.4025588  -3.950081    1.7707393  ...  0.29186413 -3.0449016
  1.7032181 ]"
891,I own at least 70 pens., I own many pens.,[-0.308328  -3.1797805  0.8127514 ... -1.7539679 -0.565469   1.7638061],[-0.9023054  1.9747665  0.5873143 ... -1.9853923 -1.5231156  2.314375 ]
892,She bought close to 100 dresses., She bought a significant number of dresses.,[-0.3247223 -0.6776022  1.1970656 ... -0.6082797  0.8407364  3.3950267],"[ 0.9637552   1.0849735  -0.06946316 ... -1.3642417  -0.13474439
  2.3558397 ]"
893,He read approximately 110 articles., He read many articles.,"[-1.2597986  -0.668       0.19183727 ... -1.2009435   1.0968032
  2.3124735 ]","[-2.2879367   2.1965537   0.62965    ... -2.2567058   0.74286985
  3.490947  ]"
894,There are around 550 apples in the bin., There are many apples in the bin.,"[-3.5763347  -4.1171646   0.91774154 ... -1.2353072  -1.0983016
 -0.6231082 ]","[-0.7047991  -0.38307375  0.295188   ... -1.8364038  -0.8689948
 -0.7087597 ]"
895,I ate nearly 55 slices of bread., I ate a large amount of bread.,"[-3.3437207  -0.69400936  2.0085502  ... -1.7132683   0.3136064
  1.6887871 ]",[-2.3301494  1.4547353  2.251196  ... -1.1817427  0.5735494  1.9863343]
896,She drank close to 70 cups of tea., She drank a lot of tea.,"[-1.6050408   0.49938008  3.510073   ... -0.90816456  2.3003683
  4.466123  ]","[-1.4772408   2.2656198   3.5739484  ... -2.5396533   0.76609707
  3.9856288 ]"
897,He wrote over 110 songs., He wrote numerous songs.,[-1.3176427 -1.3453937 -1.1142026 ... -1.9939599  1.7032021  0.9730599],[-0.8966082  2.8621223 -1.4269749 ... -1.9481531  2.355751   1.578669 ]
898,There were approximately 260 birds singing., Many birds were singing.,"[-3.9318612  -2.1169689   0.22466877 ... -1.126378   -0.40750265
  0.8277418 ]","[-1.3577664   0.8880396   1.0635846  ... -1.9136362  -0.30097422
  1.5538945 ]"
899,I have more than 50 cats., I have a large number of cats.,[-1.5195657 -3.061883   0.8131719 ... -1.1524603 -0.6876726  2.2861311],"[ 0.11582384 -1.8320861   0.93594396 ... -0.4005334  -1.5611211
  1.6723175 ]"
900,She bought about 90 pairs of socks., She bought many pairs of socks.,"[-1.1163883   0.84097654  2.3492808  ... -0.82645607 -1.2621906
  1.7690653 ]","[ 0.24190848  1.3435408   2.8052564  ... -1.70134    -1.9847437
  1.4778156 ]"
901,He read at least 45 chapters., He read a substantial portion of the book.,"[-2.2482271  -1.2198126   0.28901508 ... -0.23822093  0.7737202
  3.7365494 ]","[-1.9756805  -0.03836743 -0.3725759  ... -0.25913695  1.4467036
  2.8437903 ]"
902,There are more than 500 fish in the tank., The tank is full of fish.,"[-3.2990282  -2.3135698   0.92324364 ...  0.19726755 -0.19034842
  1.274103  ]",[-1.0724108  4.018756   3.9470704 ...  1.2135217 -3.4637659  3.380352 ]
903,I ate over 100 bowls of soup., I ate an enormous amount of soup.,"[-1.5159775  -1.9075128   0.4045679  ... -2.5038323  -0.00569461
  3.5788314 ]",[-2.2067747  2.044608   2.2733088 ... -2.2058396  0.7209884  2.4478214]
904,She drank approximately 100 bottles of water., She drank a vast quantity of water.,[-1.8685405  1.5449349  3.0815797 ... -1.3597254  0.8675623  3.3551261],[-2.6115923  3.343401   2.7825227 ... -2.0577211  1.2748967  3.171523 ]
905,He wrote around 120 essays., He wrote numerous essays.,"[-2.012752   -1.6588769   0.22668801 ... -1.8645396   1.2852757
  0.5362151 ]","[-1.4043745   2.8036752  -0.77150965 ... -2.4924793   1.9755437
  1.7546183 ]"
906,There are at least 650 houses in this neighborhood., There are many houses in this neighborhood.,"[-2.9533377  -6.022308    1.1125107  ... -0.08063872 -1.5117811
  1.638497  ]","[-2.5480306  -4.4212337   1.354307   ...  0.40517598 -1.7368351
  2.060585  ]"
907,I have more than 65 cats., I have a very large number of cats.,[-1.8854975 -3.1821012  0.6303911 ... -1.3027626 -0.527461   2.0728881],"[-0.00751837 -2.3749352   0.68264306 ... -0.04303176 -1.788108
  1.4438707 ]"
908,She bought about 60 pairs of pants., She bought several pairs of pants.,"[-0.8576269   0.76593053  1.8178284  ... -1.2383118  -1.5638522
  1.897131  ]","[ 0.47166124 -0.21823953  1.8801314  ... -1.2098215  -2.0990345
  1.8739064 ]"
909,He read over 100 novels., He read many novels.,"[-1.7418963  -0.91109824  0.02238454 ... -0.82178426  0.711263
  3.1529057 ]",[-3.2583942  2.4162169  0.404327  ... -1.133342   1.5665454  3.5285153]
910,There are approximately 1200 books on the shelf., There are numerous books on the shelf.,"[-4.8086705  -2.7190015   0.32449406 ...  0.4614868  -0.60576385
  1.771325  ]","[-3.5280914  -1.3914356   0.8538263  ... -0.17914435  0.47277597
  3.483143  ]"
911,The team scored over 35 goals., The team scored many goals.,[ 1.5104822 -1.5941148 -0.7376221 ... -3.3025987 -2.923318   5.7003593],[ 2.1244922  1.375748  -0.5513472 ... -3.659395  -3.6315594  5.825854 ]
912,The chef prepared more than 120 dishes., The chef prepared a huge number of dishes.,"[-1.6674675  -0.74088687  0.6410361  ... -0.90551585 -2.794283
  0.14421819]",[-1.681268   0.7868708  1.4148039 ... -1.7200968 -0.8651428  1.7373184]
913,The store sold at least 260 shirts., The store sold many shirts.,[-2.0250132 -5.121707   2.0182695 ...  0.8333309 -2.8431876  0.6529583],"[-0.34507927 -1.4594206   3.281953   ... -0.43979862 -2.4891489
  1.4776589 ]"
914,The garden contains approximately 100 roses., The garden has numerous roses.,"[-0.7261606  -3.0876842   0.08871405 ... -0.01206503 -2.9575696
  2.046693  ]","[ 1.3221964  -1.8098291  -0.28217548 ...  0.5270249  -2.496763
  2.7454765 ]"
915,The library has over 22000 books., The library houses a vast collection of books.,"[-3.693445   -4.3265247   0.10445666 ... -0.52930456 -1.6336379
  3.1905975 ]",[-2.5468187 -1.4999107  1.8738545 ... -0.3636854  1.2427573  2.245303 ]
916,The artist painted more than 130 pictures., The artist created many paintings.,[-1.8489219 -3.7969854  1.9015412 ... -1.6073877 -0.4736376 -1.149866 ],"[-1.0506824  -0.20334594  0.69765306 ... -1.8806075   0.39599013
  0.7119518 ]"
917,The farmer harvested over 1000 bushels of wheat., The farmer had an extremely abundant harvest.,[-4.623174   1.4912387  0.5313765 ... -3.2264886 -3.053201  -0.4030212],"[-0.63845783  1.9875835   1.2000374  ... -1.726917    0.4628071
  3.1261272 ]"
918,The teacher assigned approximately 100 problems., The teacher assigned many problems.,[-1.6700146 -2.3109584  2.2942243 ... -0.9191138 -1.0034988  1.9685332],[-1.479128   0.6393427  2.8851664 ... -1.9775974 -0.4047453  1.7268357]
919,The student answered at least 55 questions correctly., The student answered many questions correctly.,[-2.1902783  2.389774  -0.6964006 ... -2.005725  -1.3032612  1.5297917],"[-1.3864509   3.7821443   0.20720212 ... -1.6809863  -0.89562804
  1.5064005 ]"
920,The musician played over 120 songs., The musician played numerous songs.,[-1.4468771 -1.0665421 -1.7677549 ... -1.1475165  0.5262107  1.2272465],"[-0.8981212   1.2153766  -1.3354353  ... -1.6216804   0.29291782
  0.97868156]"
921,The company hired approximately 500 employees., The company hired a significant number of employees.,[-1.0144397 -0.4414962  1.7394245 ...  0.7506645 -0.6203941  2.3076205],"[-0.42877585  1.4928515   1.2287719  ...  0.32756725 -0.6121616
  2.4071643 ]"
922,The author wrote around 35 chapters., The author wrote several chapters.,"[-0.83901906 -3.194891    1.6496117  ... -0.93307483  0.48057297
  0.66287017]",[ 0.7101614 -1.9042295  0.4178494 ... -1.7827978  1.1608295  1.6214818]
923,The scientist conducted more than 110 experiments., The scientist conducted many experiments.,"[-0.9724728   0.49064896  1.873558   ... -0.3278001  -2.8907118
  0.2951432 ]","[-1.044253    2.9367657   1.5037727  ... -0.15987875 -2.70593
  1.4216709 ]"
924,The baker sold over 550 loaves of bread., The baker sold a large quantity of bread.,[-5.76328   -3.3941426  1.0517946 ... -2.269895  -1.1993111  0.8737376],"[-3.644456   -1.0749192   1.5706389  ... -2.7350988  -0.75088686
  1.5954822 ]"
925,The store had approximately 130 apples., The store had many apples.,"[-2.4579973  -5.025318    1.8696172  ...  1.2787386  -0.61323446
 -0.29423565]","[-1.830099   -2.8088734   2.9674413  ...  0.07531452 -0.79982686
 -0.7237692 ]"
926,The park contained over 1000 trees., The park has a lot of trees.,"[ 0.28812355 -6.08686     1.4061757  ... -0.8876744  -0.8294487
  1.5876107 ]","[ 2.7503512  -4.1494613   0.5338515  ...  0.02170201 -0.7045804
  0.375701  ]"
927,The classroom held about 120 students., The classroom was quite full.,"[-4.4927015  -3.8599944   1.3419775  ...  0.06820945 -1.1223161
  2.8893201 ]",[-2.3916302 -4.295095   1.1793872 ...  0.5536104 -1.1108929  3.9609528]
928,The concert attracted more than 10000 people., The concert was extremely well-attended.,"[-2.1266415  -2.5018492   1.4511209  ... -0.39352953 -2.4882724
  2.5669467 ]","[ 0.29685864 -1.7457825   0.30809513 ... -0.56798816 -1.1387274
  3.018383  ]"
929,The museum displayed approximately 600 artifacts., The museum displayed a large number of artifacts.,"[-3.0788293  -3.785078    0.60753906 ... -0.24250154  0.95782673
  1.8134111 ]","[-1.9733887  -2.1038008  -0.08329855 ... -1.3740897   0.4440872
  1.1853259 ]"
930,The library held over 45000 books., The library had an enormous collection of books.,"[-4.2138534  -5.985506    1.0101234  ... -0.36150405  0.34297988
  3.9284446 ]","[-2.0270302  -1.3947407   1.0911707  ... -0.32295662  2.3129356
  2.101595  ]"
931,The restaurant served about 1200 customers., The restaurant served many customers.,"[-1.6485145  -5.4318337   1.1410885  ... -0.87816715 -1.6135337
  2.8480015 ]",[-2.2036228 -2.6455312  1.921864  ... -1.7291158 -1.6562079  2.9285176]
932,The school enrolled over 8000 students., The school had a very large student body.,[-2.212137  -3.237932   2.6235857 ... -1.0331184 -4.0523663  2.9919798],"[-2.4154935  -2.2039492   2.1205974  ... -0.91647124 -4.8603973
  2.5993626 ]"
933,The city had approximately 12 million residents., The city has a huge population.,"[-3.1726367  -2.0432873   0.59533566 ...  0.8391266  -1.4775728
  2.3514504 ]","[-0.83395565 -0.7156226   2.4560912  ...  0.13344727 -2.338304
  1.8886956 ]"
934,The company produced over 80000 products., The company produced a massive number of products.,"[-1.9946645  -0.31819552  1.14888    ... -2.0525165  -1.0308565
  1.6764555 ]",[-1.6134683  1.9583632  1.4688795 ... -2.275899  -0.2625538  1.9666667]
935,The farm raised more than 12000 chickens., The farm raised a very large flock of chickens.,"[-2.9462075  -0.45529076  1.9397994  ... -2.3436882  -0.28829452
  1.2032996 ]","[-2.0917442  -0.14869149  1.1037031  ... -2.813147   -0.8669305
  2.6590972 ]"
936,The boutique sold 900 scarves., The boutique sold many scarves.,"[-1.2245413  -5.82324     2.1456027  ... -0.13539228 -4.4547663
  0.9525677 ]","[-0.37870646 -0.81564724  2.4740956  ... -1.3597268  -2.4757838
  1.164335  ]"
937,The factory produced around 22000 cars., The factory produced a very large number of cars.,"[-3.116358   -1.785995   -0.01146522 ... -2.9478676  -2.186266
  1.4298271 ]","[-2.5710225   1.7158524   0.25632134 ... -2.9552236  -2.5329072
  2.2825282 ]"
938,Approximately 1100 birds were seen migrating south., A massive flock of birds migrated south.,"[-1.4287746  -3.2303274   1.075828   ... -0.87633    -0.18107623
  1.7145572 ]","[-1.7658211   1.0024323   1.5954335  ... -1.038754    0.49417138
  1.2802929 ]"
939,I baked more than 120 cookies for the holiday party., I baked a large quantity of cookies for the party.,"[-2.4507425  -3.4355354   0.19961224 ... -4.3362403  -0.32301888
  2.4222426 ]","[-1.7282611  -0.8715759   0.27894333 ... -4.179824   -0.70409673
  2.97688   ]"
940,She's read over 140 books this year., She's read an impressive number of books this year.,[-1.6919483 -3.3542118  0.6379751 ... -1.3172389 -1.3546615  2.8371232],"[-1.6068507  -2.0688925   1.655182   ... -2.1875849  -0.47137433
  3.187976  ]"
941,He wrote close to 550 pages of his thesis., He wrote a very substantial thesis.,"[-2.5340745  -1.4823121   0.36885297 ... -1.4556369   2.6051738
  1.2187308 ]","[-0.41907677  1.1986065  -0.21754058 ... -2.0909283   1.0305693
  1.7858509 ]"
942,More than 130 cars were parked illegally., Numerous cars were parked illegally.,"[-3.4348822  -2.2279983   0.17647336 ...  0.11977689 -2.1070971
 -0.07848267]","[-2.7822793  -0.8219343  -0.364979   ... -0.45622292 -2.4220679
  1.491597  ]"
943,I saw at least 120 squirrels gathering nuts., I saw many squirrels gathering nuts.,"[-2.7139692  -4.8339076   0.3462733  ... -2.4299624  -0.05051267
  1.9687163 ]","[-2.225168   -1.5282243   0.5992284  ... -3.1524887   0.49916482
  0.85922027]"
944,She collected nearly 280 stamps., She has a truly massive stamp collection.,"[-0.3438337  -0.28067446  0.29032296 ...  0.7089843   1.7136883
  1.7984753 ]","[-1.0885257   1.7322235   1.1820543  ... -0.13494766 -2.1871154
  1.6199831 ]"
945,He planted approximately 240 trees along the river., He planted a large number of trees along the river.,"[-3.0987594  -0.08339769  1.0256034  ...  0.1759376   0.03678884
  1.10544   ]","[-0.9735628   3.355359    1.3495727  ...  0.08325009  1.1525242
  0.33258405]"
946,Over 1200 people attended the concert., A huge crowd attended the concert.,[-3.1358156 -3.8683517  0.7741264 ... -0.7668106 -2.0799127  2.0843873],"[-2.7602522   0.43617052 -0.24475615 ...  0.5713213  -0.88943166
  3.6702619 ]"
947,I answered at least 130 questions correctly., I answered almost all the questions correctly.,[-2.3218465 -2.7614214 -0.5747374 ... -2.0722396 -1.4002414  1.3991452],"[-2.488145    0.8883221  -0.49715146 ... -1.2387047   0.21592095
  1.6413358 ]"
948,She baked around 220 cupcakes., She baked a very large quantity of cupcakes.,"[-3.4130287  -2.0320094   0.36662868 ... -1.7556957  -0.7587529
  2.8545349 ]","[-1.2724411   1.6619229   0.45118746 ... -3.667268   -1.8621676
  3.2663333 ]"
949,He spent over 110 hours working on the project., He devoted countless hours to the project.,"[-0.59985584 -1.2598636  -0.70121956 ...  0.0878469   1.3740485
  1.3892449 ]","[-0.2228761   2.068257   -0.63926643 ...  1.0517503   0.39750746
  1.4418811 ]"
950,There were nearly 600 stars visible., Countless stars were visible.,"[-4.2305245  -2.993181    0.87494576 ...  0.08889338 -0.27224675
  1.5906844 ]","[-2.1822684   0.13823871  1.5045086  ...  1.2849766  -1.0286329
 -0.42044964]"
951,I bought more than 45 pairs of shoes., I bought many pairs of shoes.,"[-1.5929164  -1.047344    1.2515416  ... -1.9173678  -0.23605962
  1.5075585 ]","[-1.3373097  -0.16100934  1.7343848  ... -1.7995344  -0.93397886
  2.1193032 ]"
