,Sentence1,Sentence2,Sentence1_embedding,Sentence2_embedding
872,They may need help., They could use some help.,"[-0.82839966  5.3893175   1.2175288  ...  0.4414339  -2.293596
  1.991795  ]",[0.94659966 3.6713123  1.3130242  ... 0.7510657  0.04366362 0.95288736]
873,We may go to the beach., We are thinking about going to the beach.,[ 0.7598924  1.4626524  3.4423096 ... -1.071843  -2.4530876  3.9948146],"[-0.19239162  1.5883005   2.3565176  ... -1.5162072  -2.7049751
  2.9591048 ]"
874,The flowers may wilt., The flowers are likely to wilt.,"[ 2.6244948   3.315509   -0.72895557 ...  0.5408468  -3.886455
  1.027148  ]",[ 1.9136817  3.821977  -1.0270302 ...  1.3485504 -2.1974492  1.182967 ]
875,It may snow this weekend., Snow is possible this weekend.,"[ 0.45970795 -1.8413401   0.59872997 ... -1.9625427  -2.820996
  3.7312672 ]","[-0.28509983 -1.8218192   0.8979478  ... -2.2506783   0.08034413
  2.6088502 ]"
876,He can play the guitar., He is able to play the guitar.,"[ 2.4878685   9.512153   -0.19940777 ... -0.03284339 -1.2597781
  3.541153  ]",[2.0254624 7.9992156 0.5215006 ... 0.1508547 0.5115548 3.1071315]
877,She may feel better soon., She hopes to feel better soon.,[ 1.1175188  5.74038    2.3584821 ... -1.0689442 -1.0605069  2.3002229],[ 0.9910758  8.060732   1.588233  ... -0.5756659  0.7293407  2.3916454]
878,They may win the game., They have a chance of winning the game.,"[ 1.252966    5.5620875  -0.95175785 ...  0.31967512 -2.8840683
  5.039263  ]","[ 1.5293437   4.443553    0.11733866 ...  0.66997164 -0.2593599
  3.5174484 ]"
879,We may be late., There is a risk of being late.,[-3.0747561  0.7404336  1.0887568 ... -0.6812476 -3.3692448  2.3021376],"[-1.8235043   3.8431118   1.8712118  ... -0.79880536 -0.6168906
  1.4587412 ]"
880,The store may be closed., The store might be closed.,"[-0.29407167 -2.3805492   4.408918   ...  0.4459062  -3.0137758
  0.10431784]","[-0.37454018 -2.1858346   4.0786366  ...  0.12179089 -2.277171
  0.9012482 ]"
881,It may be cold tonight., Cold weather is expected tonight.,[-1.7118322 -0.8688734 -0.6894366 ... -1.2389196 -3.2720718  2.3672063],"[ 0.854105    0.86334974 -0.58168393 ... -2.3391588  -0.355484
  2.1883097 ]"
882,He can solve the puzzle., He is capable of solving the puzzle.,[2.611625   6.725033   0.9819634  ... 0.36225548 0.22625382 2.657778  ],[1.7800907  7.5596504  1.2208617  ... 0.09088878 0.62092924 1.4921067 ]
883,She may accept the job offer., She is considering the job offer.,[ 2.2347836  7.512565   1.5030257 ...  0.5591877 -2.5957248  2.0332515],"[ 0.8109278   4.1060576   2.425734   ... -0.45837265 -3.1990585
  2.1474574 ]"
884,They may travel to Europe., They are planning to travel to Europe.,"[-0.35388455  3.1601017   1.7460846  ... -1.1488153  -0.39529005
  3.9465742 ]",[-0.5580729  3.809471   1.374301  ... -2.0653112  0.6547934  3.1227386]
885,We may have dinner together., We are planning to have dinner together.,"[-3.1967013   1.1763072   1.3243586  ... -0.30098033 -4.828442
  2.6020908 ]","[-2.8345916   0.124686    0.49050003 ... -0.96566993 -2.296544
  2.0587585 ]"
886,The movie may be good., The movie is expected to be good.,[-1.5259224  1.1531051  1.9314963 ... -1.0490938 -1.1465338  3.2353985],"[-3.0137048   1.6633127   0.30103698 ... -0.8782676   1.042546
  3.0241804 ]"
887,It may be a long journey., A long journey is anticipated.,[-2.9628968 -1.4237595 -0.9124189 ... -0.8603137 -1.0414176  1.1900856],[-1.6697159 -1.1771308  2.029747  ... -0.9566376  0.7701587  0.7043372]
888,He can speak several languages., He is multilingual.,"[-0.1854511   6.9581165   0.75965804 ... -0.578872   -1.7960238
  3.7702553 ]","[ 0.27205503  6.3924494   2.0611577  ...  0.08034891 -0.843787
  5.522855  ]"
889,She may not be happy., She is likely to be unhappy.,"[ 0.21607025  3.8284647   0.90126365 ...  0.08643027 -3.4274914
  4.4082446 ]",[0.09065868 5.325237   2.5720422  ... 0.02927197 0.08528286 3.7452502 ]
890,They may not come., Their attendance is uncertain.,"[-0.15399055  2.9356759   0.0432423  ... -0.08465199 -1.650737
  3.8436832 ]","[-0.78295624 -0.9656789   0.7809653  ... -1.5186749  -2.3583992
  2.9529662 ]"
891,We may have to postpone the meeting., Postponing the meeting is a possibility.,"[-2.449453   -0.61301726 -0.6614689  ...  0.6668364  -3.672571
  2.6714735 ]","[-1.341409    0.6634098   0.728782   ... -0.21292385  2.1098623
  1.2144461 ]"
892,The concert may be cancelled., The concert might be cancelled.,"[ 0.41270676 -1.9440756  -1.4839706  ...  1.2799908  -5.057943
  2.4200063 ]","[ 0.3566449  -1.1652125  -0.98512214 ...  0.53203356 -2.8614092
  1.98131   ]"
893,It may be sunny tomorrow., Sunny weather is forecast for tomorrow.,"[-1.2216364   1.0094562   2.1970394  ... -0.04815322 -2.7019434
  3.1201036 ]","[ 2.0851903   0.5003317   3.0520968  ... -1.0438335  -0.25075138
  2.0592387 ]"
894,He can fix the computer., He is able to fix the computer.,"[ 3.1537917   9.257488    0.4531639  ...  0.3407055  -0.87148184
  2.47135   ]","[ 2.2136600e+00  8.1767073e+00  8.7187171e-01 ...  9.1527027e-01
 -4.7532767e-03  2.2134600e+00]"
895,She may go to the party., She intends to go to the party.,"[ 2.5707133   3.0171463   4.0819783  ... -0.21300507 -3.018446
  3.2931569 ]","[ 2.060001    4.377148    2.2150862  ... -0.36685807 -1.1775151
  3.1489756 ]"
896,They may need assistance., Assistance might be needed.,"[-0.64886975  4.6175175   0.80718267 ...  0.53374314 -1.8327029
  2.221561  ]",[0.3417655  4.754367   1.1763303  ... 0.31366894 0.47208112 1.1120777 ]
897,We may be home late., We expect to be home late.,"[-3.1663792  -1.6071624   2.0814507  ...  0.27565488 -2.8580332
  1.9322962 ]","[-1.4154142   2.481743    0.3227901  ... -0.8332613  -0.33738723
  2.6646683 ]"
898,The project may be delayed., The project might be delayed.,"[ 0.24265806 -0.5073741   1.0426289  ... -0.05194237 -2.4896896
  2.856857  ]","[ 0.41246727  0.03301831  0.8127148  ... -0.02291803 -1.3752462
  2.4317546 ]"
899,It may be windy., Windy weather is expected.,"[-1.6950325   0.48327455  0.48410958 ... -0.8717211  -2.6298456
  1.7101053 ]","[ 1.885161   -1.0168623   1.791647   ... -1.729888   -0.01184845
 -0.35618767]"
900,He can play the piano., He is able to play the piano.,"[ 3.003535   10.057183   -0.15315337 ... -0.48538557 -0.5744559
  3.0903223 ]","[ 2.1873336   8.351613    0.4079577  ... -0.27240556  0.8935372
  3.0262246 ]"
901,She may be tired., She is likely to be tired.,"[ 0.12987271  2.9752307   3.2793422  ... -0.08141532 -3.0608115
  4.0401926 ]",[0.19213998 5.390763   3.3461168  ... 0.08945076 0.75552434 3.937799  ]
902,They may need more time., Additional time is required.,"[-0.81129616  5.1647058   1.5450023  ... -0.16964287 -1.425086
  1.8836336 ]","[ 0.5622041   2.2708466   2.6514993  ... -0.36399996  1.6437073
  0.7193621 ]"
903,We may not be able to attend., Our attendance is uncertain.,"[-1.5533272   4.1835394  -0.52087927 ... -0.5557164  -2.051519
  2.3656116 ]","[-0.995952   -2.163451    0.18484128 ... -1.4792043  -3.4353433
  3.3038223 ]"
904,The meeting may be unproductive., An unproductive meeting is possible.,"[ 0.71315753 -1.6143507  -0.90640396 ...  0.34733215 -0.62212783
  2.4323547 ]","[-0.35670027  0.5451309   0.39504957 ... -0.10054304  4.203666
  0.5609179 ]"
905,It may be a difficult task., The task is expected to be difficult.,"[-2.9767776  -0.22614574  0.05171636 ...  0.05988565 -1.6328734
  2.1058815 ]","[-0.37683183  4.1928644   1.2430867  ...  0.04887339 -0.04985619
  3.053849  ]"
906,He can drive a truck., He is qualified to drive a truck.,[ 1.8760309  8.62748   -1.1862013 ... -1.1753348  1.2219871  4.213203 ],"[ 2.481763    8.785192   -0.22235903 ... -0.56988347  2.2460504
  4.586403  ]"
907,She may need surgery., Surgery might be necessary.,[-0.6694735  6.0051217  2.7815664 ... -1.043416  -2.3321033  1.4355276],"[ 0.15864162  5.527639    2.324489   ... -0.0520659   1.2415469
  0.7212399 ]"
908,They may not agree., Disagreement is possible.,"[-1.8748786   3.6126037  -0.5912165  ... -0.10099454 -4.672036
  3.828788  ]","[-1.8912922   1.355442    0.88056993 ... -2.5946698   0.47439495
  3.6611547 ]"
909,We may lose the game., Losing the game is a possibility.,"[-0.77190524  5.398372    0.0717177  ... -0.8441415  -3.7035007
  2.8619301 ]","[-1.2710466   3.5436575   1.8784016  ... -0.7620794   0.95311356
  2.4256663 ]"
910,The bus may be full., The bus might be full.,[-0.9738198 -1.013776   3.3086386 ...  0.7014518 -4.0865226  1.3062214],"[-1.4880615  -0.55256885  2.680579   ...  0.9470599  -3.1730769
  1.8564447 ]"
911,It may be too late., It might be too late.,"[-2.6568596   0.8574982   0.4730591  ...  0.13420618  0.0081869
  2.342824  ]","[-1.8670908   3.2475655   1.4487404  ...  0.57921815  0.77298784
  1.5658154 ]"
912,He can cook a meal., He is able to cook a meal.,[ 0.8588398  6.13575    0.7384985 ... -0.5936381 -0.9153536  3.1409807],"[ 1.1005573   6.066679    0.7047746  ... -0.36278358  0.06880608
  3.208461  ]"
913,She may leave early., An early departure is possible.,"[-0.3520936   3.5541973   2.2683043  ... -0.07974931 -2.2462952
  3.3552794 ]","[ 0.17672046  1.0769229   1.1633023  ... -1.6503774   2.2554815
  2.1724753 ]"
914,They may have already left., They could have already left.,"[-1.327629    3.9924247   0.64132893 ...  0.5474271  -1.9162899
  1.6741053 ]","[-0.6322419   5.8403735   0.5471172  ...  0.26472428  0.31959674
  1.5784999 ]"
915,The cake may be delicious., The cake should be delicious.,"[-1.1095821   1.6724716   2.0661783  ... -0.44918957 -0.92261076
  2.8585775 ]","[-0.33501086  2.3500264   1.330526   ... -0.2953517   2.2535813
  3.9529555 ]"
916,He can swim across the lake., He ought to swim across the lake.,"[-0.08555194  8.765901   -0.30979925 ...  0.98408204 -2.524882
  5.1192517 ]","[-1.1733583   6.4246025   0.38652396 ...  0.35168406  0.08912268
  4.112082  ]"
917,She may visit her aunt tomorrow., She plans to visit her aunt tomorrow.,"[ 1.2806729   3.0268605   4.365603   ... -0.35594624 -3.7426915
  2.1920304 ]",[ 1.6997498  2.6874266  3.5812054 ... -1.4542272 -1.5762358  2.5749853]
918,They may arrive late for the meeting., They might arrive late for the meeting.,"[-2.3853457  -0.4098723   0.05557799 ... -0.9913964  -3.5314612
  2.9280155 ]","[-1.7736471   0.07173857  0.2497209  ... -0.86626756 -1.5270442
  2.3566825 ]"
919,We may order takeout for dinner., We are considering ordering takeout for dinner.,"[-1.1685103   0.42045754 -0.15474033 ...  0.5547922  -3.1091015
  3.3311634 ]","[-1.6861465  -0.9489253  -0.12405981 ... -0.5184276  -2.2467372
  3.3991034 ]"
920,The dog may bark at the mail carrier., The dog is likely to bark at the mail carrier.,"[-0.27468336  5.576071    0.22359477 ... -1.8166915  -0.58253956
  1.4315611 ]","[-0.7663629   5.2641907   0.04939142 ... -1.4197012   0.9930915
  1.081816  ]"
921,It may rain later this afternoon., There's a chance of rain later this afternoon.,"[-0.21451975  0.6827868   2.108536   ... -1.1641122  -3.8903034
  2.1720755 ]","[-0.69572556 -0.9171196   2.0543804  ... -0.75026    -2.212399
  2.1904848 ]"
922,He can speak several languages fluently., He is fluent in several languages.,"[ 0.18978912  6.164324    0.27473205 ... -1.4675299  -0.8366176
  4.107689  ]","[-0.11914883  5.2286305   1.4273489  ...  0.07028031 -0.06499718
  4.7000546 ]"
923,She may feel better after resting., She hopes to feel better after resting.,"[ 1.3349465   6.1433043   2.7598414  ... -0.6509991   0.30673048
  2.221533  ]","[ 1.1865071   7.2396145   2.018463   ... -0.11735928  1.7017004
  2.0455241 ]"
924,They may need additional funding for the project., Additional funding is likely required for the project.,"[-0.5915559   3.902167    0.9719     ... -0.25232786 -3.3855107
  1.909239  ]","[-1.1319526   1.9771879   1.2939943  ... -0.72745985 -1.0716408
  1.0198596 ]"
925,We may go to the beach this weekend., We are planning to go to the beach this weekend.,"[ 1.2915934   0.13796473  3.585962   ... -1.0704427  -2.3452525
  4.0623865 ]","[ 0.18697125 -0.04680686  2.467159   ... -1.3720455  -1.2791859
  3.8797264 ]"
926,The flowers may bloom next spring., The flowers are expected to bloom next spring.,"[ 1.4826717   2.29594     0.81088966 ... -0.20348474 -4.1325483
  2.0019717 ]","[ 1.1811184   1.694221   -0.15833555 ... -0.69679517 -3.162429
  2.2609558 ]"
927,It may be a sunny day tomorrow., Sunny weather is forecast for tomorrow.,"[-1.5783918  -1.6957088   1.2991512  ... -0.34967464 -2.3119893
  2.3292708 ]","[ 2.0851903   0.5003317   3.0520968  ... -1.0438335  -0.25075138
  2.0592387 ]"
928,He can solve that math problem easily., He is capable of solving that math problem easily.,"[ 1.6573896   5.9623075   1.9682238  ... -1.1210212  -0.35253143
  2.1622286 ]","[ 0.9616529   7.2451262   1.7210373  ... -0.8652954   0.16279243
  1.8258235 ]"
929,She may accept the job offer soon., She is considering accepting the job offer soon.,[ 2.3263936  6.8990483  1.6097587 ...  0.5326136 -2.2800603  2.2093148],"[ 2.2520854   5.7797284   1.5388829  ... -0.16358559 -1.6059072
  2.8864017 ]"
930,They may travel to Europe next year., They are planning a trip to Europe next year.,"[-0.30482388  2.7099986   2.0500655  ... -2.3287382  -0.56566614
  3.5849545 ]","[-0.16824117  1.835556    1.8780642  ... -3.217704   -0.25276566
  2.8938708 ]"
931,We may have dinner at a fancy restaurant., We are thinking about dining at a fancy restaurant.,"[-1.9664203  -0.3766314   1.4886837  ...  0.12233838 -5.3190355
  2.381444  ]","[-1.5743811  -1.6502072   0.70640075 ... -1.5623355  -3.8624763
  2.829653  ]"
932,The movie may be very long., The movie could be very long.,[-1.893144  -0.8238764  2.0669713 ... -1.3595287 -1.0885165  2.8530605],"[-0.5037445   0.35084838  1.452161   ... -1.5885955   0.7721906
  3.2745311 ]"
933,It may be a difficult decision., The decision is expected to be difficult.,"[-3.651535   -0.3275228   0.16688013 ... -0.3081409  -1.5963066
  2.7258952 ]",[-1.7075815  3.873045   0.6487253 ... -1.2287337  1.1325742  3.2855422]
934,He can fix the leaky faucet., He is able to fix the leaky faucet.,"[ 2.9707656   7.7564497  -0.10855731 ... -0.96482885 -2.5033152
  1.4825746 ]","[ 2.1259172   7.3261514   0.16734847 ... -0.10331234 -1.4103181
  1.209027  ]"
935,She may need a new computer., She should get a new computer.,"[ 2.9693465   5.1039624   1.8794659  ... -0.78485423 -3.3778648
  0.96230376]",[ 2.9093668  6.6478114  1.3449792 ... -0.744734  -0.7155754  1.4749434]
936,They may not be able to attend the meeting., Their attendance at the meeting is uncertain.,[-1.9081526  2.8330173 -0.750946  ...  0.7414236 -3.048225   3.6839721],"[-1.2515355  -0.9803415   0.15145278 ... -0.58206874 -1.0359063
  3.0552673 ]"
937,We may have to reschedule the event., Rescheduling the event is a possibility.,[-2.3793154 -1.2022593 -0.5898661 ...  1.6873763 -4.494268   2.137881 ],"[-0.25624692 -0.89164114  0.95916533 ...  0.0117556  -0.2741655
  1.1623228 ]"
938,The concert may be sold out already., The concert might be sold out already.,[-0.8260914 -1.9187236  1.0049522 ...  0.8285007 -4.4348006  1.6956626],"[-0.95288354 -1.5181495   1.1903875  ...  0.3578558  -3.0461028
  1.4630009 ]"
939,It may be a busy week at work., A busy week at work is anticipated.,"[-2.8229723  -4.9634686  -0.15211749 ... -0.37914422 -1.32272
  1.632196  ]","[-0.9246274  -6.6228714   1.5248578  ...  0.10004172  0.66330814
  2.508805  ]"
940,He can work from home today., He is permitted to work from home today.,"[ 0.8404299   3.4727094   1.4850252  ... -0.18567665  0.49459204
  3.2844326 ]","[ 0.37929222  3.3121388   1.409389   ... -0.25923055  1.9670146
  3.0461152 ]"
941,She may feel stressed out., She is likely to feel stressed out.,[-2.1618078  3.9539754  2.1246898 ... -0.981952  -2.4015095  2.8957112],"[-1.3697653   4.98095     2.3516307  ... -0.68587303  0.59505165
  3.5550025 ]"
942,They may need more help with the project., Additional assistance might be needed with the project.,"[-0.7427275   2.9711008   0.74791044 ...  0.11290471 -2.4869692
  1.7368596 ]","[ 0.5417936   1.245445   -0.3402205  ...  0.00317168 -0.22727817
  0.9627011 ]"
943,We may not meet the deadline., Meeting the deadline is uncertain.,"[-1.1507943   2.6322556  -0.79664606 ... -0.5256584  -4.016832
  2.7775307 ]","[-0.6429703   1.2980512   1.5190622  ... -0.20954467  0.9326269
  2.7679708 ]"
944,The store may be open later today., The store might be open later today.,"[-1.2215555  -3.9263988   3.603331   ...  0.93643427 -3.9873986
  0.32621402]",[-1.2491239 -3.6853197  3.2161984 ...  0.6218848 -3.2812865  0.7482911]
945,It may be a cold and windy night., Cold and windy weather is predicted for tonight.,"[-2.005458   -4.3774915  -1.715906   ... -0.49552143 -2.5416803
  1.3627048 ]","[ 0.09297287 -0.6484067  -1.214795   ... -2.6138535  -0.29960722
  1.2510161 ]"
946,He can play any musical instrument., He is a highly skilled musician.,[ 3.091049   6.331987   0.545401  ... -1.5303411 -0.1908116  2.706939 ],"[ 1.0477756   8.640802    0.49557254 ... -0.08382074 -0.9246344
  4.1762176 ]"
947,She may receive a promotion soon., A promotion is likely for her soon.,[ 2.0193052  5.856807   3.544668  ... -0.3339308 -1.4684258  1.8044835],[ 1.5600325  3.4448369  2.3679347 ... -0.3250262  2.5356984  1.3129718]
948,They may decide to move., They are considering moving.,"[ 0.01137471  4.219481    1.4730653  ... -0.11104228 -2.43914
  3.1080139 ]","[ 0.10473275  2.9690032   1.91517    ... -1.0100625  -2.2148356
  1.5890213 ]"
949,We may need to hire additional staff., Hiring additional staff might be necessary.,"[-1.2385697   3.4175773   0.27971533 ... -0.07428446 -2.6440454
  1.7569747 ]","[ 0.5022956   3.5491235   1.085627   ... -0.06393855 -0.10116907
  1.5961949 ]"
950,The meeting may be unproductive., The meeting could be unproductive.,"[ 0.71315753 -1.6143507  -0.90640396 ...  0.34733215 -0.62212783
  2.4323547 ]","[ 1.1791964  -0.9775729  -0.8006013  ...  0.14521818  1.140894
  2.8026578 ]"
951,It may be a waste of time., It might be a waste of time.,"[-2.9048052   1.9346217   0.6450655  ...  0.06838621 -0.79548687
  0.21197248]","[-1.9210383   3.0251231   1.3501813  ...  0.26331002  0.3940117
 -0.0488521 ]"
