,Sentence1,Sentence2,Sentence1_embedding,Sentence2_embedding
870,He received an award.,She received an award.,[ 1.193734   9.083624   1.4669166 ... -2.1337605  2.700931   3.8196273],"[ 1.7063358   8.059036    2.1027405  ... -1.7880075   0.78724116
  4.157733  ]"
871,The organization recognized his contribution.,The organization recognized her contribution.,[ 3.0458355  5.9886127  0.4023634 ... -1.1536353 -1.0999186  1.215196 ],"[ 3.0096567   5.1612167   0.79255986 ... -1.4184003  -2.0979874
  1.4028054 ]"
872,He inspired others.,She inspired others.,"[-1.5431855   8.328061   -0.31033635 ... -0.40221685  0.36793417
  2.4147093 ]","[-1.5403942   6.694996    0.20206772 ...  0.1054037  -1.4856825
  2.8871264 ]"
873,The leader set an example.,The leader set an example.,"[ 0.62180156  4.491102    0.59588    ... -1.4746732   0.3424802
 -0.63477975]","[ 0.62180156  4.491102    0.59588    ... -1.4746732   0.3424802
 -0.63477975]"
874,He mentored young professionals.,She mentored young professionals.,[0.3880429  4.940695   0.6494991  ... 0.34489188 0.25421962 3.244653  ],[0.379783   4.854443   1.0615735  ... 0.36711535 0.48747912 2.9978836 ]
875,The pilot landed the plane safely.,The pilot landed the plane safely.,"[-0.20260541  7.275848    2.4091735  ... -2.246924    0.05601975
  4.290966  ]","[-0.20260541  7.275848    2.4091735  ... -2.246924    0.05601975
  4.290966  ]"
876,He navigated through turbulence.,She navigated through turbulence.,[-1.6631883  3.518358   0.9871544 ... -0.6706334  0.0820545  1.3334898],"[-1.3546382   2.8463433   1.0348736  ... -0.26649043 -1.5512155
  1.5785729 ]"
877,The air traffic controller guided the flight.,The air traffic controller guided the flight.,[ 3.1491122  5.109054   2.1417136 ... -1.8465804 -2.3172283  2.1013196],[ 3.1491122  5.109054   2.1417136 ... -1.8465804 -2.3172283  2.1013196]
878,He monitored the airspace.,She monitored the airspace.,"[ 0.14623626  2.6017094   3.2988014  ... -1.3005537  -2.7033706
  2.424553  ]",[ 0.3840875  2.1691146  3.4464924 ... -0.8496726 -3.5554023  2.0146892]
879,The flight attendant assisted the passengers.,The flight attendant assisted the passengers.,[ 4.970065   4.401008   1.8445854 ... -0.8074187  1.9727308  4.473156 ],[ 4.970065   4.401008   1.8445854 ... -0.8074187  1.9727308  4.473156 ]
880,He served refreshments.,She served refreshments.,[-1.3173695  4.0123396  2.5829031 ... -1.2605174  1.5301389  3.2210603],"[-0.7080819   2.1778116   2.9345791  ... -0.6634653  -0.64600503
  3.3251808 ]"
881,The passenger fastened their seatbelt.,The passenger fastened their seatbelt.,"[ 4.202005    6.0589623   1.574193   ... -0.70538735  2.1221292
  1.778735  ]","[ 4.202005    6.0589623   1.574193   ... -0.70538735  2.1221292
  1.778735  ]"
882,He enjoyed the flight.,She enjoyed the flight.,"[ 2.3234754   2.4632564   0.34111708 ... -1.196008    2.0953116
  4.2082796 ]","[ 2.5881188   1.5021542   0.70475996 ... -0.7812332   0.05408159
  4.30718   ]"
883,The traveler arrived at their destination.,The traveler arrived at their destination.,[ 2.605888   2.3810916  3.1020484 ... -3.0278296  2.8162796  5.168776 ],[ 2.605888   2.3810916  3.1020484 ... -3.0278296  2.8162796  5.168776 ]
884,He explored a new city.,She explored a new city.,"[-0.82578284 -0.5177358   0.7126476  ... -0.19976526 -1.1702431
  0.41648987]","[-0.51874655 -1.4864153   1.4180803  ... -0.1734163  -3.0884564
  0.5560178 ]"
885,The tourist visited famous landmarks.,The tourist visited famous landmarks.,"[ 1.1623458  -1.3775765   0.2758085  ... -1.7346984   0.15863843
  3.0932016 ]","[ 1.1623458  -1.3775765   0.2758085  ... -1.7346984   0.15863843
  3.0932016 ]"
886,He took photographs of the scenery.,She took photographs of the scenery.,[-3.3055248  1.330274   1.5044725 ... -0.0769375  0.514558   2.0491092],"[-2.5267513   0.35873413  1.8640287  ...  0.20815921 -1.1168702
  1.7006937 ]"
887,The photographer captured stunning images.,The photographer captured stunning images.,"[-3.0269964  -1.0169731   0.68193907 ...  0.26142475 -1.2110842
  2.1652548 ]","[-3.0269964  -1.0169731   0.68193907 ...  0.26142475 -1.2110842
  2.1652548 ]"
888,He documented his journey.,She documented her journey.,"[-0.20856246  0.6504729   0.21617265 ... -0.17093411 -1.4939402
  2.6790557 ]","[-0.4363648  -0.3834746  -0.02999024 ...  0.09680639 -3.1781816
  3.0007112 ]"
889,The writer shared their travel experiences.,The writer shared their travel experiences.,"[ 2.0152187  -2.4831789   0.1777811  ... -0.91444355 -0.6334022
  2.2222397 ]","[ 2.0152187  -2.4831789   0.1777811  ... -0.91444355 -0.6334022
  2.2222397 ]"
890,He wrote a travel blog.,She wrote a travel blog.,"[-0.05194986  0.11818624  0.24414933 ... -2.1091754   2.5001304
  1.9798611 ]","[ 0.6248121  -0.71687156  1.1755658  ... -1.7853751   0.15928484
  2.4451118 ]"
891,The blogger shared their adventures.,The blogger shared their adventures.,"[ 0.71458775 -4.7237816   0.17574553 ... -0.55845964 -1.9719753
  1.7234353 ]","[ 0.71458775 -4.7237816   0.17574553 ... -0.55845964 -1.9719753
  1.7234353 ]"
892,He inspired others to travel.,She inspired others to travel.,"[-1.2565054   8.885144   -0.43990278 ... -0.772801    0.25568673
  2.5511868 ]","[-1.1679054   7.550326    0.00949305 ... -0.26262784 -1.2980005
  3.0164032 ]"
893,The travel agent planned the itinerary.,The travel agent planned the itinerary.,[ 3.523908  -0.7658867  3.6618137 ... -3.2664745  1.4103466  2.9147122],[ 3.523908  -0.7658867  3.6618137 ... -3.2664745  1.4103466  2.9147122]
894,He booked flights and hotels.,She booked flights and hotels.,[ 4.806139   2.7018814  4.209178  ... -1.9002513  2.0965044  4.3783793],"[ 5.0291495   2.5534356   4.602215   ... -1.2769243   0.80083865
  4.538117  ]"
895,The customer received excellent service.,The customer received excellent service.,[ 2.521373   5.439284   1.4866618 ... -1.290816   3.3001564  3.1564589],[ 2.521373   5.439284   1.4866618 ... -1.290816   3.3001564  3.1564589]
896,He enjoyed his vacation.,She enjoyed her vacation.,[ 1.8781059  1.4345492  2.1160226 ... -2.3976555  2.8071682  3.9668872],"[ 2.4966686   0.16228886  2.360894   ... -1.596772    0.39450482
  4.308996  ]"
897,The family created lasting memories.,The family created lasting memories.,"[-0.5145455  -0.45189616  0.25393286 ... -1.0419455   0.5538443
  0.75495094]","[-0.5145455  -0.45189616  0.25393286 ... -1.0419455   0.5538443
  0.75495094]"
898,He relaxed and recharged.,She relaxed and recharged.,"[-0.2576032   4.2357187   2.0901003  ...  0.51588273  3.191573
  0.63491994]","[-0.07897636  4.3913803   2.1943655  ...  0.5989203   3.0329635
  0.68757635]"
899,The individual felt refreshed and rejuvenated.,The individual felt refreshed and rejuvenated.,[ 1.0597146  2.598502   1.294405  ... -2.0406196  1.0803454  2.8724651],[ 1.0597146  2.598502   1.294405  ... -2.0406196  1.0803454  2.8724651]
900,He returned home feeling refreshed.,She returned home feeling refreshed.,"[ 2.4833281e-03  5.1257787e+00  2.6389120e+00 ... -2.1281655e+00
  3.3957283e+00  4.8496513e+00]","[ 0.25211474  4.2811623   2.8182259  ... -1.7649399   1.5304422
  4.8475018 ]"
901,The traveler shared their experiences with friends.,The traveler shared their experiences with friends.,[ 1.2834206  0.6955943  1.5240848 ... -2.1338265  1.5716949  1.8922873],[ 1.2834206  0.6955943  1.5240848 ... -2.1338265  1.5716949  1.8922873]
902,He encouraged others to explore the world.,She encouraged others to explore the world.,"[-1.4900413   6.5007744  -0.07354905 ...  0.20513627 -0.2506841
  2.1948802 ]","[-0.9731144   5.6369095   0.19617958 ...  0.4552745  -1.8997095
  2.1080675 ]"
903,The adventurer embarked on a new journey.,The adventurer embarked on a new journey.,"[ 0.7029582   0.59653425  0.706062   ... -0.12315204  0.08471568
  0.558188  ]","[ 0.7029582   0.59653425  0.706062   ... -0.12315204  0.08471568
  0.558188  ]"
904,He faced challenges bravely.,She faced challenges bravely.,"[-1.830396    5.997765    0.84387445 ... -1.3658581  -0.40295205
  1.8372902 ]","[-1.5541234   4.663544    1.7722535  ... -0.53681403 -2.2770889
  2.1701257 ]"
905,The explorer overcame obstacles.,The explorer overcame obstacles.,"[ 1.394455    4.174808    1.057891   ... -0.75889397 -0.15643388
  1.819245  ]","[ 1.394455    4.174808    1.057891   ... -0.75889397 -0.15643388
  1.819245  ]"
906,He discovered new lands.,She discovered new lands.,[-0.9669129  7.4766684  2.0282192 ... -1.2154545  2.170257   0.6217872],"[-0.41802233  5.8829894   1.8732617  ... -0.8091482   0.7687631
  1.2538685 ]"
907,The scientist conducted research.,The scientist conducted research.,"[ 0.35900983  3.0294607   2.139352   ... -0.45269522 -2.7394726
  1.4752082 ]","[ 0.35900983  3.0294607   2.139352   ... -0.45269522 -2.7394726
  1.4752082 ]"
908,He made significant discoveries.,She made significant discoveries.,"[ 0.55173904  5.18139    -0.413231   ... -1.1369696   3.8031757
  0.74724925]","[ 1.1234597   4.6804986   0.12012762 ... -0.93724996  2.1445358
  0.93299264]"
909,The researcher published their findings.,The researcher published their findings.,"[ 2.3841860e+00  8.2751465e-01  1.6979168e-01 ... -1.8742919e+00
 -2.2783328e-03  1.9460331e+00]","[ 2.3841860e+00  8.2751465e-01  1.6979168e-01 ... -1.8742919e+00
 -2.2783328e-03  1.9460331e+00]"
910,He presented his work at a conference.,She presented her work at a conference.,"[-1.149376    1.4303789  -0.24332115 ... -1.7309523  -0.03310746
  2.7404065 ]","[-0.94570297  0.38396844  0.46787104 ... -1.7229584  -2.0525863
  3.4634235 ]"
911,The professor lectured on the subject.,The professor lectured on the subject.,"[-2.5312824   1.5777702   1.0849278  ... -2.0424764  -0.16551495
  3.348431  ]","[-2.5312824   1.5777702   1.0849278  ... -2.0424764  -0.16551495
  3.348431  ]"
912,He mentored students.,She mentored students.,[1.332094   5.382699   1.1475803  ... 0.01543959 0.93678665 3.3848927 ],[1.3923081  5.4227247  1.5755634  ... 0.02507185 1.1860677  3.1561394 ]
913,The teacher inspired students to learn.,The teacher inspired students to learn.,"[-1.3021075   5.561879   -0.26503843 ... -0.8656149  -1.6282455
  2.0791326 ]","[-1.3021075   5.561879   -0.26503843 ... -0.8656149  -1.6282455
  2.0791326 ]"
914,He educated the next generation.,She educated the next generation.,"[-2.2931201   7.6514397   1.9384283  ...  0.32523683 -0.5054845
  2.910803  ]","[-2.2400005   6.4251614   2.1642673  ...  0.46567026 -2.0697162
  3.2646654 ]"
915,The student studied diligently.,The student studied diligently.,"[-0.47012657  3.3197427   1.6432514  ... -1.8053955  -0.80765504
  2.826301  ]","[-0.47012657  3.3197427   1.6432514  ... -1.8053955  -0.80765504
  2.826301  ]"
916,He excelled in his studies.,She excelled in her studies.,"[-1.0233258   4.9245048   0.4329107  ... -1.4554847  -0.18361981
  3.8968472 ]",[-0.6169982  4.2031584  1.069076  ... -1.1141437 -2.1356637  3.9740224]
917,The graduate student completed their thesis.,The graduate student completed their thesis.,"[ 0.69113     1.863925    1.2689403  ... -0.30489475  0.64522344
  4.3779216 ]","[ 0.69113     1.863925    1.2689403  ... -0.30489475  0.64522344
  4.3779216 ]"
918,He defended his dissertation successfully.,She defended her dissertation successfully.,[ 1.9047718  7.303468  -0.5628588 ... -1.9080582  2.5811322  4.9663243],"[ 1.9628702   5.8086433  -0.23831896 ... -1.7447559   1.1300902
  5.0932393 ]"
919,The professor awarded the degree.,The professor awarded the degree.,[ 2.2445872  6.2095056  2.63143   ... -1.4112138  3.704808   3.919583 ],[ 2.2445872  6.2095056  2.63143   ... -1.4112138  3.704808   3.919583 ]
920,He celebrated his accomplishment.,She celebrated her accomplishment.,"[ 0.04646084  5.245738   -0.7090963  ... -1.5965908   0.37654275
  5.277597  ]","[ 0.1661882   3.8228545   0.46600866 ... -1.3155496  -1.6758592
  5.1973605 ]"
921,The family was proud of his achievement.,The family was proud of her achievement.,[ 1.8357562  3.9990826  0.5340613 ... -1.4786756 -1.672117   3.8391232],"[ 1.9973443   3.2586236   0.77063274 ... -1.5317042  -2.7850053
  4.012381  ]"
922,He pursued his career with passion.,She pursued her career with passion.,"[-1.1877197   5.2598186   0.16924115 ...  0.5240227  -0.09503597
  3.3798428 ]","[-0.66015714  4.6397176   0.78168315 ...  1.3339716  -2.4177196
  3.4500465 ]"
923,The professional achieved great success.,The professional achieved great success.,"[ 1.9187633   5.4900227  -0.5280888  ... -0.91646767  1.4243321
  2.7065241 ]","[ 1.9187633   5.4900227  -0.5280888  ... -0.91646767  1.4243321
  2.7065241 ]"
924,He inspired others with his story.,She inspired others with her story.,"[-1.0761539   8.801054   -0.98508346 ...  0.18106723 -0.77328146
  0.9850777 ]","[-0.57816535  7.1472354  -0.70092255 ...  0.5632957  -3.4928935
  1.7289145 ]"
925,The role model set a positive example.,The role model set a positive example.,"[ 0.98956156  3.893577    0.9598365  ... -1.1549954   0.45233643
 -1.3446712 ]","[ 0.98956156  3.893577    0.9598365  ... -1.1549954   0.45233643
 -1.3446712 ]"
926,He made a significant contribution to his field.,She made a significant contribution to her field.,[ 1.6122794  4.8757615 -0.7941701 ... -1.4589458  3.065328   0.5473258],"[ 2.373035    4.133378   -0.07929446 ... -1.3410182   0.86469823
  0.94028926]"
927,The expert shared their knowledge.,The expert shared their knowledge.,"[ 0.23179804  2.3255162   1.5699078  ... -1.0325438   1.3992435
  2.5967388 ]","[ 0.23179804  2.3255162   1.5699078  ... -1.0325438   1.3992435
  2.5967388 ]"
928,He mentored others.,She mentored others.,"[ 0.89463156  5.7196093   1.109638   ... -0.5631868   1.5799553
  3.3061805 ]","[ 0.99066764  5.6557183   1.537569   ... -0.47176757  1.799794
  3.0296562 ]"
929,The leader guided his team.,The leader guided her team.,"[ 0.44169068  3.3565762   1.5497141  ... -0.54535586  2.4523737
  1.0518438 ]","[ 1.5040636   2.6290147   1.074886   ... -0.43138692  2.4860103
  0.84824085]"
930,The musician composed a beautiful melody.,The musician composed a beautiful melody.,"[ 1.1516914   4.0449247   0.9679602  ... -3.5567575   0.96373206
  0.93023217]","[ 1.1516914   4.0449247   0.9679602  ... -3.5567575   0.96373206
  0.93023217]"
931,He played the piano skillfully.,She played the piano skillfully.,[-0.3033447  4.494902  -1.6305387 ... -2.694815   1.7367198  2.820314 ],[ 0.7535409  3.013792  -0.7714724 ... -2.3127396 -1.0379013  3.8989644]
932,The singer performed a captivating song.,The singer performed a captivating song.,"[-2.5052574   0.18948881  0.1183302  ... -1.0534213  -1.1396343
  1.6593338 ]","[-2.5052574   0.18948881  0.1183302  ... -1.0534213  -1.1396343
  1.6593338 ]"
933,He sang with passion and emotion.,She sang with passion and emotion.,"[-3.573414    6.244723    1.331198   ... -1.1027756  -0.11596246
  0.85794777]","[-2.586719    5.5104523   1.5136994  ... -0.09799023 -2.8094456
  1.7198967 ]"
934,The dancer moved gracefully across the stage.,The dancer moved gracefully across the stage.,"[ 0.37103873 -0.24829793 -0.6181184  ...  2.0025346  -2.035847
  2.7718604 ]","[ 0.37103873 -0.24829793 -0.6181184  ...  2.0025346  -2.035847
  2.7718604 ]"
935,He performed a breathtaking routine.,She performed a breathtaking routine.,"[-0.76921344  0.51307505 -0.73667437 ... -1.4673153  -0.37103018
  3.5731595 ]","[-0.6142063   0.15948312 -0.1706758  ... -1.2566079  -3.3565075
  4.3585954 ]"
936,The choreographer created a stunning performance.,The choreographer created a stunning performance.,"[ 0.11665995 -1.9197284   0.01348171 ...  0.91852677 -0.8842574
  1.9393392 ]","[ 0.11665995 -1.9197284   0.01348171 ...  0.91852677 -0.8842574
  1.9393392 ]"
937,He designed the costumes.,She designed the costumes.,"[-1.0339233   2.7430577  -0.96674424 ... -1.4664819  -0.89791524
  1.7258934 ]","[ 0.04776744  1.1365304  -0.40848798 ... -1.5879824  -2.6940465
  1.9991968 ]"
938,The costume designer created beautiful outfits.,The costume designer created beautiful outfits.,"[ 1.7677755  -0.5617818  -0.40485957 ... -1.0650206   0.51438886
  1.1011804 ]","[ 1.7677755  -0.5617818  -0.40485957 ... -1.0650206   0.51438886
  1.1011804 ]"
939,He set designed the stage.,She set designed the stage.,"[-0.64724284  1.2537327  -1.0290843  ...  0.37308815  1.229693
  0.5686863 ]","[-0.32892182  0.3212168  -0.5937966  ...  0.63485265 -0.5326354
  0.9635648 ]"
940,The set designer created an immersive atmosphere.,The set designer created an immersive atmosphere.,"[ 0.4343072  -3.7353423  -0.790292   ... -1.0261854  -0.04591488
  1.1398236 ]","[ 0.4343072  -3.7353423  -0.790292   ... -1.0261854  -0.04591488
  1.1398236 ]"
941,He managed the theater company effectively.,She managed the theater company effectively.,"[ 1.0644448   0.48619863  1.2713029  ... -1.2866304  -0.8463778
  3.5834484 ]","[ 1.6731584  -0.20381035  1.4844278  ... -0.50530326 -2.3437004
  3.7115455 ]"
942,The director brought the play to life.,The director brought the play to life.,"[-1.4012109   2.6927438   0.8879008  ...  0.35607776  0.7423023
  2.08673   ]","[-1.4012109   2.6927438   0.8879008  ...  0.35607776  0.7423023
  2.08673   ]"
943,He cast talented actors.,She cast talented actors.,"[-1.9705423   3.8782234  -0.18628761 ...  0.3091885   1.9386479
  3.6091385 ]","[-1.4192308   3.0622585   0.62060684 ...  0.6075198  -0.14951807
  3.7937427 ]"
